"Story","Title","Result","Date","Stability","Duration (s)"
"Teacher Other Home Page","Header contains all necessary elements","SUCCESS","2018-04-25T15:33:32.504+03:00","0.0","13.98"
"Teacher Other Home Page","Left column contains all necessary elements","SUCCESS","2018-04-25T15:33:55.093+03:00","0.0","9.01"
"Teacher Other Home Page","Logout","SUCCESS","2018-04-25T15:34:18.175+03:00","0.0","8.53"
